objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648675603939394,239.4092409,1.090080129,19.4538,17.66171,16.74143,16.32539,16.0302,745,301,6,539,386327182701520896,GALAXY,0.09217949,343,51692,522
1237648675603874096,239.2843886,1.087055384,17.4006,16.28152,15.84907,15.60405,15.40086,745,301,6,538,386328831968962560,GALAXY,0.03276557,343,51692,528
1237648675603808687,239.1750642,1.067850724,19.11156,17.52936,16.71915,16.2628,15.86935,745,301,6,537,386326907823613952,GALAXY,0.05020094,343,51692,521
1237648675603808635,239.1513846,1.068637711,18.68742,17.38063,16.91847,16.65045,16.45192,745,301,6,537,386328007335241728,GALAXY,0.04958897,343,51692,525
1237648675603808325,239.1181233,1.226375561,15.87731,15.98891,16.39285,16.70746,16.93355,745,301,6,537,386306291980593152,STAR,0.000201486,343,51692,446
1237648675603743074,238.9521134,1.206012418,19.54832,17.7261,16.90218,16.43995,16.12423,745,301,6,536,386307116614313984,GALAXY,0.1002968,343,51692,449
1237648675603677570,238.8898829,1.2023145,19.37122,17.874,17.23508,16.81075,16.53594,745,301,6,535,386307391492220928,GALAXY,0.06984673,343,51692,450
1237648675603677301,238.8477005,1.155929365,17.22217,15.91736,15.40447,15.19519,15.08675,745,301,6,535,386310140271290368,STAR,-0.000360757,343,51692,460
1237648675603546198,238.5535388,1.188850494,18.78255,18.51415,18.78695,19.00289,19.33833,745,301,6,533,386294197352687616,STAR,-9.85E-05,343,51692,402
1237648675603480724,238.4181514,1.22644824,19.37699,19.29841,19.50462,19.67,19.92975,745,301,6,532,386284576625944576,STAR,-2.20E-05,343,51692,367
1237648702968103145,187.0951524,-1.223001443,18.79004,17.03438,16.41441,16.09188,15.91404,752,301,1,291,376161927874766848,GALAXY,0.1146823,334,51993,405
1237648702968103193,187.0718846,-1.115831272,18.48582,17.47009,17.15168,16.96801,16.89747,752,301,1,291,325419191324665856,GALAXY,0.03258956,289,51990,124
1237648702968103259,187.1746409,-1.143748118,19.10975,18.05081,17.66049,17.47176,17.25882,752,301,1,291,325407371574667264,GALAXY,0.04270654,289,51990,81
1237648702968234081,187.492431,-1.148468005,17.41011,16.28985,15.90513,15.76915,15.71545,752,301,1,293,325399949871179776,STAR,7.382272E-05,289,51990,54
1237648702968234199,187.4166929,-1.062526195,19.40952,18.0377,17.2326,16.82528,16.52934,752,301,1,293,325400774504900608,GALAXY,0.1598769,289,51990,57
1237648702968234273,187.4013525,-1.080177415,19.49952,17.9922,17.20122,16.77302,16.4563,752,301,1,293,325396926214203392,GALAXY,0.1148159,289,51990,43
1237648702968299680,187.6413252,-1.236666616,19.54857,17.77632,16.8664,16.43002,16.08947,752,301,1,294,376210031508482048,GALAXY,0.08057746,334,51993,580
1237648702968496220,188.0560968,-1.082371541,17.54942,16.41948,16.03131,15.90119,15.85331,752,301,1,297,3259559471768168448,STAR,9.993569E-05,2895,54567,288
1237648702968627242,188.3359683,-1.087919823,19.14378,17.78933,17.31539,17.16447,17.14356,752,301,1,299,3259551775186774016,GALAXY,0.6692739,2895,54567,260
1237648702968627245,188.3387845,-1.214386956,18.18184,16.91953,16.51289,16.36012,16.29571,752,301,1,299,3259549026407704576,STAR,-0.000188904,2895,54567,250
1237648702968627253,188.341825,-1.24020572,18.344,16.8509,16.28868,16.07707,15.95616,752,301,1,299,3287694324971628544,STAR,-5.29E-05,2920,54562,242
1237648702968692751,188.4620624,-1.177523806,17.24607,15.71439,15.15721,14.9471,14.83999,752,301,1,300,3259548476651890688,STAR,-0.000204058,2895,54567,248
1237648702967644209,186.0446887,-1.097908363,18.58269,17.32711,17.31973,17.37175,17.4108,752,301,1,284,2880086940655314944,STAR,0.000175608,2558,54140,127
1237648702967644211,186.0596074,-1.170150666,18.04491,16.7656,16.82947,16.91893,16.9731,752,301,1,284,2880090514068105216,STAR,-0.000229139,2558,54140,140
1237648702967644239,186.1375354,-1.123260923,17.90723,17.01207,16.79112,16.7191,16.71392,752,301,1,284,2880087765289035776,STAR,-0.000197533,2558,54140,130
1237648702967709716,186.2243719,-1.238326577,18.86785,17.96417,17.61898,17.47807,17.45108,752,301,1,285,2880087215533221888,STAR,0.000453193,2558,54140,128
1237648702968823975,188.8535092,-1.167201351,19.47626,17.20146,16.24076,15.89137,15.67534,752,301,1,302,3287661339622795264,STAR,8.623453E-05,2920,54562,122
1237648702968889361,188.8995215,-1.159263779,19.19305,18.29864,18.07901,17.97754,17.94598,752,301,1,303,3287661889378609152,STAR,-0.000275837,2920,54562,124
1237648702968889367,188.9328555,-1.167273709,17.59956,16.68321,16.43945,16.34299,16.31643,752,301,1,303,3259513842035615744,STAR,0.000487538,2895,54567,122
1237648702968889406,188.9631157,-1.05196467,18.4739,16.80475,16.05927,15.7471,15.54848,752,301,1,303,3287664913035585536,STAR,-0.000165769,2920,54562,135
1237648702968889412,188.9734489,-1.19682829,18.91755,18.72434,18.62667,18.49412,18.50909,752,301,1,303,326544815531517952,QSO,1.476106,290,51941,123
1237648702968889416,188.9860227,-1.228303958,17.12308,15.16889,14.35602,14.00649,13.79916,752,301,1,303,3259516041058871296,STAR,-0.000249982,2895,54567,130
1237648702968889425,188.9890954,-1.140496574,15.22208,14.20769,13.94387,13.84991,13.81903,752,301,1,303,3259514116913522688,STAR,-7.81E-05,2895,54567,123
1237648702967840829,186.541228,-1.087122261,18.15763,16.9372,16.40652,16.17633,16.06069,752,301,1,287,2880079518951827456,STAR,-0.000144721,2558,54140,100
1237648702967840872,186.60034,-1.209606194,17.60976,17.43707,17.28362,17.31243,17.27664,752,301,1,287,325441731313035264,QSO,0.9198498,289,51990,206
1237648702968889436,188.9919492,-1.099647942,18.58097,17.55655,17.10435,16.88686,16.77873,752,301,1,303,3259514666669336576,STAR,0.000600277,2895,54567,125
1237648702967906306,186.6238303,-1.170444151,18.29996,17.12386,16.68579,16.55832,16.48868,752,301,1,288,2880065225300666368,STAR,7.300331E-05,2558,54140,48
1237648702967906370,186.7289479,-1.056028247,18.70263,17.51519,16.94651,16.72572,16.60802,752,301,1,288,2880064675544852480,STAR,0.00024644,2558,54140,46
1237648702967906372,186.732989,-1.081893879,18.06988,18.07028,18.24701,18.47283,18.62598,752,301,1,288,325441181557221376,STAR,-0.000157028,289,51990,204
1237648702967906462,186.6967301,-1.171909327,19.54732,17.94189,17.3453,17.1449,17.00697,752,301,1,288,2880063301155317760,STAR,6.378276E-05,2558,54140,41
1237648702967906488,186.7349731,-1.200117338,18.36531,17.11435,16.50102,16.1332,15.88523,752,301,1,288,325443105702569984,GALAXY,0.07237981,289,51990,211
1237648702967971884,186.8411715,-1.093001236,19.14686,17.21767,16.52522,16.28851,16.1677,752,301,1,289,2880067699201828864,STAR,2.438393E-05,2558,54140,57
1237648702967971957,186.7622159,-1.206760336,19.21375,17.61476,16.78795,16.30011,15.92994,752,301,1,289,325442555946756096,GALAXY,0.07218131,289,51990,209
1237648702968955007,189.0843224,-1.120322426,17.34686,16.14952,15.54111,15.15142,14.90117,752,301,1,304,326545915043145728,GALAXY,0.08081593,290,51941,127
1237648702968955051,189.1428376,-1.149152164,19.33716,18.37018,18.24542,18.19443,18.23644,752,301,1,304,3287650894262331392,STAR,-0.00078254,2920,54562,84
1237648702969217078,189.7229391,-1.103270932,18.66,17.3343,16.82832,16.62553,16.5419,752,301,1,308,3259492951314688000,STAR,-0.000298371,2895,54567,46
1237648702969217081,189.7267668,-1.125126478,17.96154,16.40662,15.84876,15.63234,15.5385,752,301,1,308,3259493501070501888,STAR,-3.72E-05,2895,54567,48
1237648702969217196,189.7313411,-1.087711357,19.45893,18.10496,17.56411,17.35455,17.24796,752,301,1,308,3259494050826315776,STAR,0.000231304,2895,54567,50
1237648702969282773,189.7873637,-1.09644449,19.33115,18.04402,17.49879,17.20448,17.00467,752,301,1,309,326512929694312448,GALAXY,0.04829505,290,51941,7
1237648703509364914,197.2166058,-0.690804008,17.9044,16.8249,16.4512,16.31474,16.27079,752,301,2,358,8394823617733744640,STAR,-0.00018081,7456,56727,414
1237648703509364817,197.2306183,-0.801618891,18.58268,15.26611,14.36209,19.95104,13.60214,752,301,2,358,331029174460377088,GALAXY,0.01906901,294,51986,53
1237648703509364815,197.2088018,-0.817319435,15.93799,13.99257,13.07748,12.59386,12.25992,752,301,2,358,331029724216190976,GALAXY,0.01794305,294,51986,55
1237648703509364766,197.1404392,-0.828081171,19.30667,17.92364,17.41146,17.22138,17.15246,752,301,2,358,8394824992123279360,STAR,0.000256546,7456,56727,419
1237648703509364756,197.1393991,-0.674457114,16.27727,15.23708,14.99047,14.91671,14.93961,752,301,2,358,3266318171170170880,STAR,-8.42E-05,2901,54652,300
1237648703509364747,197.1196055,-0.674947073,19.08087,17.8341,17.30579,17.10842,16.98787,752,301,2,358,8394834063094208512,STAR,-0.000342238,7456,56727,452
1237648703509299311,197.0789587,-0.641182811,18.12189,16.95861,16.57106,16.41735,16.40597,752,301,2,357,8394826091634907136,STAR,0.000205975,7456,56727,423
1237648703509299307,197.0580257,-0.719109519,17.59508,16.06906,15.53758,15.32022,15.26184,752,301,2,357,3266313223367845888,STAR,-0.000134052,2901,54652,282
1237648703509299213,196.947324,-0.675897071,18.65549,17.18102,16.64088,16.45477,16.36426,752,301,2,357,8394834612850022400,STAR,7.508232E-05,7456,56727,454
1237648703509233701,196.90942,-0.759383936,16.68255,15.16025,14.66123,14.50276,14.46311,752,301,2,356,3266313773123659776,STAR,-7.74E-05,2901,54652,284
1237648703509233682,196.8570676,-0.75714301,19.04927,18.70933,18.73488,18.53902,18.46357,752,301,2,356,331050614937118720,QSO,0.4900174,294,51986,131
1237648703509233675,196.8547387,-0.77610164,16.07907,14.85338,14.47997,14.35067,14.34697,752,301,2,356,3266313498245752832,STAR,-3.31E-05,2901,54652,283
1237648703510937836,200.8073731,-0.682024498,18.82022,17.77765,17.38575,17.11128,16.9354,752,301,2,382,334473669059307520,GALAXY,0.08636355,297,51959,296
1237648703510937644,200.7691076,-0.649035401,18.88275,18.6972,18.33706,17.8896,17.82211,752,301,2,382,4560011264882137088,QSO,1.825844,4050,55599,424
1237648703510937627,200.7326986,-0.753989998,18.54476,17.41752,16.95872,16.76081,16.65555,752,301,2,382,3723380212369563648,STAR,-2.88E-05,3307,54970,106
1237648703510872234,200.589488,-0.801395808,18.94601,17.41685,16.66702,16.26281,15.96437,752,301,2,381,333294993013762048,GALAXY,0.09293688,296,51984,104
1237648703510872217,200.5646306,-0.631889212,19.09698,18.2434,17.99472,17.87978,17.78229,752,301,2,381,333294168380041216,GALAXY,0.02321945,296,51984,101
1237648703510872155,200.6507991,-0.732330476,17.98891,16.71273,16.27865,16.15627,16.11309,752,301,2,381,3723380487247470592,STAR,-4.87E-05,3307,54970,107
1237648703510872153,200.6500015,-0.820099139,18.63367,18.32343,18.0039,17.90613,17.80887,752,301,2,381,333297741792831488,QSO,1.136832,296,51984,114
1237648703510872090,200.5762333,-0.631802108,18.85772,17.92864,17.55096,17.41381,17.34662,752,301,2,381,3723394780898631680,STAR,-0.000110984,3307,54970,159
1237648703511003433,200.9549281,-0.72321269,18.92616,17.56431,16.88419,16.51289,16.21638,752,301,2,383,333273827414927360,GALAXY,0.07561398,296,51984,27
1237648703510806645,200.3998447,-0.698468978,19.57293,17.80079,16.85184,16.44499,16.08537,752,301,2,380,333306263007946752,GALAXY,0.1031448,296,51984,145
1237648703510806562,200.4174796,-0.694027331,18.4819,17.15052,16.60034,16.38182,16.26868,752,301,2,380,3723392306997469184,STAR,-0.0002554,3307,54970,150
1237648703511068718,201.0186386,-0.741339859,18.94727,17.78994,17.38396,17.24338,17.19854,752,301,2,384,334461849309308928,STAR,-7.36E-05,297,51959,253
1237648703511068873,201.0939788,-0.649409266,19.25236,17.58337,16.84414,16.48812,16.20908,752,301,2,384,333272178147485696,GALAXY,0.06314352,296,51984,21
1237648703510741163,200.2962497,-0.666406121,18.95353,17.18663,16.22161,15.8263,15.45577,752,301,2,379,334475868082563072,GALAXY,0.1052835,297,51959,304
1237648703510741063,200.3560187,-0.693402813,18.36184,16.39597,15.3519,14.93139,14.5773,752,301,2,379,334474768570935296,GALAXY,0.1084233,297,51959,300
1237648703510741061,200.3595333,-0.687556334,18.53701,16.47889,15.43553,15.02695,14.66634,752,301,2,379,333307362519574528,GALAXY,0.1067754,296,51984,149
1237648703510741008,200.2815431,-0.809820845,19.11905,18.01543,17.55057,17.37155,17.31052,752,301,2,379,3723388458706771968,STAR,0.000696988,3307,54970,136
1237648703511134249,201.1969395,-0.77969742,18.36113,17.29654,16.85842,16.67448,16.59751,752,301,2,385,3723371141398634496,STAR,3.501208E-05,3307,54970,73
1237648703511134269,201.2096963,-0.651584002,18.95345,17.58677,17.01537,16.8106,16.72902,752,301,2,385,3723371691154448384,STAR,-4.92E-05,3307,54970,75
1237648703511134284,201.2460717,-0.782102059,19.13547,18.12086,17.77605,17.61932,17.55656,752,301,2,385,3723357122625380352,STAR,0.00053687,3307,54970,22
1237648703511134286,201.24795,-0.70667386,18.10645,16.507,15.86744,15.63199,15.51139,752,301,2,385,3723359321648635904,STAR,6.661298E-05,3307,54970,30
1237648703510675567,200.0857278,-0.717913839,19.1641,17.52173,16.77131,16.48275,16.30939,752,301,2,378,3723396979921887232,STAR,0.000185119,3307,54970,167
1237648703510675490,200.1304624,-0.75925279,17.68721,16.31573,15.73968,15.51075,15.3992,752,301,2,378,3723387084317237248,STAR,0.000532296,3307,54970,131
1237648703510610093,200.0181577,-0.741004006,17.71284,16.26743,15.61815,15.26946,14.99411,752,301,2,377,333320556659107840,GALAXY,0.03384244,296,51984,197
1237648703510609973,200.0176183,-0.791171646,17.30007,16.02926,16.2114,16.33109,16.42982,752,301,2,377,3723409349427699712,STAR,0.001118318,3307,54970,212
1237648703511199813,201.3766169,-0.766326243,18.10976,17.05987,17.01607,17.04675,17.10148,752,301,2,386,3723358222137008128,STAR,-0.000106515,3307,54970,26
1237648703511199820,201.3878577,-0.798937741,18.42445,17.36639,16.9239,16.72463,16.66789,752,301,2,386,3723358497014915072,STAR,-0.000152691,3307,54970,27
1237648703511265301,201.4657796,-0.679013029,18.31541,16.32926,15.37976,14.93105,14.5716,752,301,2,387,334428314204661760,GALAXY,0.05488715,297,51959,131
1237648703511265325,201.4837561,-0.70239035,18.40463,16.78039,16.13863,15.83869,15.60236,752,301,2,387,334429138838382592,GALAXY,0.05567088,297,51959,134
1237648703511265338,201.5132314,-0.829608189,18.9483,17.5044,16.89813,16.62924,16.49983,752,301,2,387,3723358771892822016,STAR,0.000737789,3307,54970,28
1237648703511265430,201.4355032,-0.646959459,17.77556,16.35466,15.66237,15.28914,14.98384,752,301,2,387,334444257123264512,GALAXY,0.05450195,297,51959,189
1237648703511265441,201.435268,-0.656186219,19.5109,18.49565,18.26034,18.17274,18.13611,752,301,2,387,3723357397503287296,STAR,0.000269321,3307,54970,23
1237648703510479113,199.7580985,-0.662214347,19.4775,17.51512,16.55689,16.11598,15.75708,752,301,2,375,333331276897478656,GALAXY,0.08462463,296,51984,236
1237648703510479093,199.7441782,-0.628544549,18.62936,16.77869,15.84116,15.40949,15.08547,752,301,2,375,333332101531199488,GALAXY,0.08023216,296,51984,239
1237648703510479071,199.7139132,-0.630841329,19.28362,17.94644,17.17981,16.78845,16.48194,752,301,2,375,333331002019571712,GALAXY,0.1146443,296,51984,235
1237648703511265449,201.4473512,-0.706750868,18.43008,17.22846,16.7045,16.35083,16.15969,752,301,2,387,334429963472103424,GALAXY,0.0551175,297,51959,137
1237648703511330928,201.5934378,-0.816574578,18.43241,17.15506,16.61828,16.32065,16.11701,752,301,2,388,334430238350010368,GALAXY,0.04305437,297,51959,138
1237648703511330955,201.6461211,-0.768314878,19.20045,18.17965,17.82482,17.48602,17.3702,752,301,2,388,334417319088384000,GALAXY,0.06703886,297,51959,91
1237648702971052268,193.8843761,-1.102436978,19.49917,19.31428,19.17209,18.86547,18.91752,752,301,1,336,329957145640462336,QSO,1.791887,293,51689,249
1237648702968168664,187.2797088,-1.193379226,18.93713,17.91322,17.55963,17.36401,17.20185,752,301,1,292,325397750847924224,GALAXY,0.0320312,289,51990,46
1237648702968168681,187.3183342,-1.062051098,18.60415,16.66522,15.73765,15.3303,14.97645,752,301,1,292,325398300603738112,GALAXY,0.08042388,289,51990,48
1237648702968299550,187.5534736,-1.098177489,19.00497,18.83137,18.55205,18.62111,18.52743,752,301,1,294,325399125237458944,QSO,1.016767,289,51990,51
1237648702968299615,187.5317213,-1.159701508,18.55046,17.50105,17.01066,16.70494,16.5112,752,301,1,294,325397201092110336,GALAXY,0.07150065,289,51990,44
1237648702968299669,187.5927449,-1.153357713,19.38898,17.97082,17.23584,16.87221,16.57838,752,301,1,294,325388130121181184,GALAXY,0.09209978,289,51990,11
1237648702968365114,187.7846627,-1.243987088,17.80634,17.76313,17.95942,18.12879,18.24596,752,301,1,295,376205358584064000,STAR,0.000286712,334,51993,563
1237648702968430779,187.9482129,-1.05807345,19.05137,18.01086,17.68808,17.44423,17.38686,752,301,1,296,326592094531512320,GALAXY,0.08321483,290,51941,295
1237648702968561678,188.1338896,-1.146252792,18.3418,16.95515,16.40951,16.24108,16.09945,752,301,1,298,3259562770303051776,STAR,5.08847E-06,2895,54567,300
1237648702968561718,188.1712072,-1.190969922,17.96837,16.8683,16.47369,16.34019,16.24966,752,301,1,298,3287710267890231296,STAR,-9.36E-07,2920,54562,300
1237648702968561805,188.2104313,-1.060431097,19.16367,17.25481,16.35124,15.96928,15.64421,752,301,1,298,326588795996628992,GALAXY,0.07196455,290,51941,283
1237648702968627207,188.2684041,-1.102205471,18.60147,17.29202,16.78694,16.58411,16.46823,752,301,1,299,3259547377140262912,STAR,0.0001586,2895,54567,244
1237648702968627223,188.3153354,-1.085287447,18.55254,17.59738,17.23129,17.07499,16.99711,752,301,1,299,3259549851041425408,STAR,8.243211E-05,2895,54567,253
1237648702968627227,188.3188715,-1.246636444,16.04291,15.1052,14.74819,14.60099,14.53189,752,301,1,299,3259546827384449024,STAR,3.589147E-05,2895,54567,242
1237648702971576379,195.0121655,-1.100488151,18.30898,18.18858,17.94398,18.0656,17.34446,752,301,1,344,329913714931165184,QSO,0.3071993,293,51689,91
1237648702971576434,195.118173,-1.20805768,18.44717,17.4883,17.21352,17.10561,17.10113,752,301,1,344,329900520791631872,STAR,0.000397275,293,51689,43
1237648702968758384,188.6212373,-1.194891022,18.09639,16.77439,16.26546,16.0649,15.97958,752,301,1,301,3287687727901861888,STAR,-0.000128913,2920,54562,218
1237648702968758386,188.6283121,-1.138641058,18.28056,16.9521,16.42905,16.21359,16.12034,752,301,1,301,3259540230314682368,STAR,8.088591E-05,2895,54567,218
1237648702968758406,188.6564439,-1.086976141,17.47234,16.18387,15.75844,15.60328,15.52496,752,301,1,301,3259540505192589312,STAR,0.000178783,2895,54567,219
1237648702968758435,188.6913059,-1.245091486,17.01984,15.61153,15.0728,14.86349,14.75378,752,301,1,301,3259540780070496256,STAR,0.000285572,2895,54567,220
1237648702968758440,188.7047571,-1.087919809,17.97357,16.44745,15.88542,15.69061,15.58625,752,301,1,301,3259535832268171264,STAR,2.988649E-05,2895,54567,202
1237648702968758479,188.6599167,-1.123388169,19.41487,18.08963,17.43689,17.04197,16.77868,752,301,1,301,326567080641980416,GALAXY,0.09138028,290,51941,204
1237648702968758495,188.7046658,-1.076598818,19.54626,17.49681,16.51568,16.06805,15.72601,752,301,1,301,326567355519887360,GALAXY,0.09154467,290,51941,205
1237648702968823812,188.7059299,-1.159852028,17.26858,16.41963,16.1088,15.9773,15.91213,752,301,1,302,3259538581047240704,STAR,0.000234561,2895,54567,212
1237648702968823846,188.745659,-1.096503324,16.25073,14.79144,14.25718,14.07827,13.97944,752,301,1,302,3259536382023985152,STAR,0.000210253,2895,54567,204
1237648702968823852,188.7520354,-1.148527829,15.24597,14.05953,14.26452,14.40888,14.48795,752,301,1,302,3259537206657705984,STAR,0.00038197,2895,54567,207
1237648702968823922,188.7940944,-1.129360889,19.47732,18.79965,18.70529,18.61144,18.55849,752,301,1,302,4253847847605393408,QSO,2.791397,3778,55213,720
1237648702968954925,189.0874439,-1.198249571,18.88655,17.66059,17.13506,16.9168,16.78931,752,301,1,304,3259514391791429632,STAR,0.000179918,2895,54567,124
1237648702968954927,189.1018395,-1.163935688,17.92752,16.43804,15.90246,15.68707,15.55431,752,301,1,304,3259517415448406016,STAR,-6.50E-05,2895,54567,135
1237648702969020423,189.186505,-1.160260227,17.08427,16.18256,15.89898,15.79041,15.76175,752,301,1,305,3259504771064686592,STAR,-8.73E-05,2895,54567,89
1237648702969020468,189.2278021,-1.110584993,17.26783,16.32775,16.06142,15.96237,15.9292,752,301,1,305,3259503946430965760,STAR,0.000324528,2895,54567,86
1237648702969085987,189.3934747,-1.245805743,19.51247,17.37997,16.26953,15.82261,15.44468,752,301,1,306,326526948467566592,GALAXY,0.1353512,290,51941,58
1237648702969086027,189.3369054,-1.220830042,19.52253,19.1964,19.10571,18.96662,18.68589,752,301,1,306,4253871487105390592,QSO,2.161989,3778,55213,806
1237648702968103032,187.0824557,-1.127669,19.14128,17.77446,16.97824,16.54589,16.24173,752,301,1,291,325423589371176960,GALAXY,0.1144965,289,51990,140
1237648702969086082,189.4411237,-1.238126485,19.13066,16.96537,15.83757,15.37381,14.99868,752,301,1,306,326523100176869376,GALAXY,0.1353116,290,51941,44
1237648702969151490,189.4862631,-1.219591904,18.82809,17.28069,16.63373,16.36361,16.22053,752,301,1,307,3287651444018145280,STAR,0.000116505,2920,54562,86
1237648702969151492,189.4868728,-1.106176527,18.83208,17.71637,17.32203,17.19495,17.1536,752,301,1,307,326525574078031872,STAR,0.000307386,290,51941,53
1237648702969151537,189.5541579,-1.149130298,18.08561,16.70892,16.1805,15.9759,15.88361,752,301,1,307,3259491576925153280,STAR,0.000470151,2895,54567,41
1237648702969151574,189.5991623,-1.14173331,17.39218,15.92385,15.34325,15.10579,14.98749,752,301,1,307,3259491851803060224,STAR,0.000109464,2895,54567,42
1237648702969151607,189.4960431,-1.126123227,19.46755,18.176,17.66253,17.4744,17.3691,752,301,1,307,3259506420332128256,STAR,0.000113182,2895,54567,95
1237648702969151621,189.5131228,-1.225419452,19.44579,18.17813,17.67899,17.5083,17.38359,752,301,1,307,3259493226192594944,STAR,8.644287E-05,2895,54567,47
1237648702969282601,189.8317943,-1.148353244,18.04257,16.96109,16.56489,16.42676,16.37021,752,301,1,309,326511555304777728,STAR,0.000463727,290,51941,2
1237648702969282624,189.8741504,-1.052399697,17.77382,16.28074,15.68143,15.48233,15.35842,752,301,1,309,3259495974971664384,STAR,1.275304E-05,2895,54567,57
1237648702972559384,197.3086752,-1.201931015,19.0498,18.3845,18.10804,17.87833,17.80309,752,301,1,359,3294451099859183616,QSO,1.451206,2926,54625,247
1237648702972559386,197.3100413,-1.116677116,17.09163,15.73196,15.22527,15.04325,14.9832,752,301,1,359,3266305526786451456,STAR,-0.000149122,2901,54652,254
1237648702972559440,197.3711213,-1.182812456,15.78534,14.84188,14.47688,14.3337,14.30313,752,301,1,359,3294451374737090560,STAR,-0.000299698,2926,54625,248
1237648702969348153,189.9991552,-1.1791442,18.56572,18.24196,18.18905,18.34005,18.22104,752,301,1,310,327716344952809472,QSO,0.8194972,291,51928,289
1237648702969348231,189.9908639,-1.095930749,19.42049,19.2464,18.90455,19.0018,18.84396,752,301,1,310,327718269098158080,QSO,1.055812,291,51928,296
1237648702972559538,197.3531953,-1.065897879,18.3989,17.61149,17.3524,17.08966,17.05099,752,301,1,359,332218846024853504,GALAXY,0.07514119,295,51985,285
1237648702969413718,190.1053652,-1.117597796,18.45327,16.64535,15.75609,15.3017,14.96077,752,301,1,311,327705074958624768,GALAXY,0.07157665,291,51928,248
1237648702972559541,197.3647083,-1.061415616,18.26448,16.6562,15.8313,15.35966,15.03571,752,301,1,359,331017629588285440,GALAXY,0.07483354,294,51986,11
1237648702970593285,192.7486924,-1.067929672,19.27777,19.22631,19.02135,18.9594,18.9914,752,301,1,329,328788088560052224,QSO,1.361167,292,51609,92
1237648702970593338,192.8203447,-1.186156817,17.8331,16.73139,16.71656,16.76817,16.83685,752,301,1,329,328786989048424448,STAR,0.000540014,292,51609,88
1237648702970593481,192.8632009,-1.050100993,19.23724,17.32182,16.33003,15.90236,15.5473,752,301,1,329,328788913193773056,GALAXY,0.09414652,292,51609,95
1237648702970658840,192.9424574,-1.106188869,18.4084,17.40799,17.02112,16.86436,16.79816,752,301,1,330,379575911546120192,STAR,-0.000298682,337,51997,537
1237648702970658854,192.9940212,-1.107205625,19.25348,18.83999,19.0125,18.76279,18.62778,752,301,1,330,328776543687960576,QSO,0.5266581,292,51609,50
1237648702970659049,193.0295323,-1.059919873,19.33329,18.15986,17.60607,17.28422,17.05248,752,301,1,330,328775444176332800,GALAXY,0.0874192,292,51609,46
1237648702970790126,193.2406466,-1.085410432,19.41435,18.48592,18.15052,18.05567,17.94895,752,301,1,332,4334815889948170240,STAR,-6.21E-05,3850,55575,368
1237648702970921027,193.545259,-1.068993871,17.46443,17.40652,17.83769,18.13309,18.41715,752,301,1,334,4271828711479990272,STAR,0.000214785,3794,55241,598
1237648702970921160,193.5840198,-1.075630243,18.13472,16.94623,16.47528,16.17266,15.95659,752,301,1,334,329967865878833152,GALAXY,0.0575485,293,51689,288
1237648702970986558,193.7429379,-1.134605625,17.43625,16.24241,16.34859,16.46295,16.54823,752,301,1,335,329969515146274816,STAR,-0.000117795,293,51689,294
1237648702970986612,193.6642691,-1.083208042,19.21338,18.12254,17.70387,17.39674,17.24318,752,301,1,335,329967591000926208,GALAXY,0.07079878,293,51689,287
1237648702972690608,197.6630798,-1.109787691,19.38302,18.31566,17.71927,17.34785,17.14929,752,301,1,361,332221594803922944,GALAXY,0.1185975,295,51985,295
1237648702972690616,197.6709023,-1.24936436,18.98242,17.70605,16.9146,16.47284,16.1665,752,301,1,361,382910455317817344,GALAXY,0.1410411,340,51990,380
1237648702971183162,194.1848649,-1.179311211,17.92579,16.69472,16.25422,16.11347,16.03773,752,301,1,338,380655901759006720,STAR,-5.27E-05,338,51694,370
1237648702971183175,194.2222862,-1.068134274,16.52434,15.53464,15.36927,15.32968,15.35854,752,301,1,338,329943951500929024,STAR,0.000142471,293,51689,201
1237648702968103043,187.0863505,-1.067592534,18.7363,17.24314,16.53551,16.12133,15.79994,752,301,1,291,325420290836293632,GALAXY,0.0803081,289,51990,128
1237648702968103061,187.1113285,-1.128866673,18.16946,16.7555,16.07469,15.70018,15.44349,752,301,1,291,325412044499085312,GALAXY,0.07249907,289,51990,98
1237648702971248723,194.3365598,-1.052505373,18.47978,18.05801,18.17701,18.31759,18.50168,752,301,1,339,329946700279998464,STAR,1.120877E-06,293,51689,211
1237648702971248801,194.3236023,-1.140575456,19.25964,17.29641,16.32573,15.89694,15.52346,752,301,1,339,329944226378835968,GALAXY,0.09659571,293,51689,202
1237648702972755991,197.7328975,-1.218127611,18.53201,16.7881,16.07663,15.7843,15.63528,752,301,1,362,8394799978233747456,STAR,6.544802E-05,7456,56727,328
1237648702972756002,197.7454753,-1.068460974,17.97117,16.97797,16.66794,16.54016,16.53341,752,301,1,362,8394798328966305792,STAR,-0.000113095,7456,56727,322
1237648702972756030,197.789656,-1.104898454,16.96837,15.52211,15.01767,14.81456,14.73005,752,301,1,362,3266293157280638976,STAR,2.08643E-05,2901,54652,209
1237648702972756106,197.7700388,-1.241676576,18.62551,17.23164,16.55932,16.1805,15.91817,752,301,1,362,382919801166653440,GALAXY,0.06380931,340,51990,414
1237648702972756128,197.8258441,-1.204112078,19.5941,17.75716,16.83972,16.42016,16.09814,752,301,1,362,332211424321366016,GALAXY,0.08292848,295,51985,258
